chr	snpPos	snp.pValue	distToCenter	nearestGene	linkedGene	linkScore	linkDist	enrRank	enrName	enr.pValue	enrGroup
chr15	67441750	0.000000000005	1681.5	SMAD3	AAGAB	0.77	-107465	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	2081.5	SMAD3	SMAD3	0.77	83567	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	2292.5	SMAD3	AAGAB	0.76	-108076	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	1756	SMAD3	SMAD3	0.75	87404.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	428.5	SMAD3	AAGAB	0.74	-105355	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	59	SMAD3	AAGAB	0.73	-105842.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	983	SMAD3	AAGAB	0.39	-104800.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	2081.5	SMAD3	AAGAB	0.38	-107865	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	983	SMAD3	SMAD3	0.37	86631.5	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	1831.5	SMAD3	AAGAB	0.36	-107615	3	Liver	0.00000000000000041	Liver
chr15	67441750	0.000000000005	428.5	SMAD3	SMAD3	0.84	86077	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	821	SMAD3	AAGAB	0.83	-104962.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	983	SMAD3	AAGAB	0.83	-104800.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	428.5	SMAD3	AAGAB	0.82	-105355	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	305	SMAD3	AAGAB	0.82	-105478.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	305	SMAD3	SMAD3	0.82	85953.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	2081.5	SMAD3	SMAD3	0.79	83567	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	231	SMAD3	AAGAB	0.77	-106014.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	821	SMAD3	SMAD3	0.76	86469.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	59	SMAD3	SMAD3	0.76	85589.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	983	SMAD3	SMAD3	0.75	86631.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	231	SMAD3	SMAD3	0.74	85417.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	2292.5	SMAD3	SMAD3	0.74	83356	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	2292.5	SMAD3	AAGAB	0.72	-108076	4	Thyroid Gland	0.000000000000063	Endocrine
chr15	67441750	0.000000000005	2420.5	SMAD3	SMAD3	0.77	83228	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	1756	SMAD3	SMAD3	0.77	87404.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	1001.5	SMAD3	SMAD3	0.77	84647	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	1601.5	SMAD3	SMAD3	0.77	84047	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	908	SMAD3	SMAD3	0.76	84740.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	1302	SMAD3	AAGAB	0.76	-107085.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	1756	SMAD3	AAGAB	0.76	-104027.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	1681.5	SMAD3	SMAD3	0.76	83967	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	305	SMAD3	AAGAB	0.76	-105478.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	1831.5	SMAD3	SMAD3	0.76	83817	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	128	SMAD3	SMAD3	0.75	85776.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	437	SMAD3	AAGAB	0.75	-106220.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	1601.5	SMAD3	AAGAB	0.75	-107385	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	128	SMAD3	AAGAB	0.75	-105655.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	1302	SMAD3	SMAD3	0.75	84346.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	59	SMAD3	SMAD3	0.74	85589.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	231	SMAD3	SMAD3	0.73	85417.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	2081.5	SMAD3	SMAD3	0.73	83567	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	908	SMAD3	AAGAB	0.73	-106691.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	1001.5	SMAD3	AAGAB	0.73	-106785	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	821	SMAD3	SMAD3	0.72	86469.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	1681.5	SMAD3	AAGAB	0.51	-107465	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	305	SMAD3	SMAD3	0.5	85953.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	2292.5	SMAD3	SMAD3	0.5	83356	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	231	SMAD3	AAGAB	0.5	-106014.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	428.5	SMAD3	AAGAB	0.49	-105355	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	428.5	SMAD3	SMAD3	0.49	86077	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	437	SMAD3	SMAD3	0.49	85211.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	2420.5	SMAD3	AAGAB	0.48	-108204	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	821	SMAD3	AAGAB	0.25	-104962.5	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	2292.5	SMAD3	AAGAB	0.24	-108076	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	983	SMAD3	NA	NA	NA	5	Lung	0.00000000000014	Lung
chr15	67441750	0.000000000005	2420.5	SMAD3	SMAD3	0.82	83228	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	1681.5	SMAD3	SMAD3	0.82	83967	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	1601.5	SMAD3	SMAD3	0.82	84047	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	128	SMAD3	AAGAB	0.82	-105655.5	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	1831.5	SMAD3	SMAD3	0.82	83817	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	231	SMAD3	SMAD3	0.8	85417.5	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	1601.5	SMAD3	AAGAB	0.8	-107385	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	821	SMAD3	AAGAB	0.8	-104962.5	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	2081.5	SMAD3	SMAD3	0.8	83567	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	128	SMAD3	SMAD3	0.79	85776.5	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	59	SMAD3	SMAD3	0.78	85589.5	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	2420.5	SMAD3	AAGAB	0.78	-108204	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	2292.5	SMAD3	SMAD3	0.78	83356	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	2292.5	SMAD3	AAGAB	0.77	-108076	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	821	SMAD3	SMAD3	0.77	86469.5	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	231	SMAD3	AAGAB	0.77	-106014.5	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	1681.5	SMAD3	AAGAB	0.77	-107465	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	2081.5	SMAD3	AAGAB	0.5	-107865	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	983	SMAD3	SMAD3	0.49	86631.5	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	983	SMAD3	AAGAB	0.48	-104800.5	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	983	SMAD3	RPL4	0.25	625862.5	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	59	SMAD3	AAGAB	0.24	-105842.5	6	Multiple	0.0000000000002	Multiple
chr15	67441750	0.000000000005	2420.5	SMAD3	SMAD3	0.82	83228	7	Liver	0.0000000000011	Liver
chr15	67441750	0.000000000005	2292.5	SMAD3	SMAD3	0.8	83356	7	Liver	0.0000000000011	Liver
chr15	67441750	0.000000000005	821	SMAD3	SMAD3	0.78	86469.5	7	Liver	0.0000000000011	Liver
chr15	67441750	0.000000000005	2420.5	SMAD3	AAGAB	0.78	-108204	7	Liver	0.0000000000011	Liver
chr15	67441750	0.000000000005	821	SMAD3	AAGAB	0.76	-104962.5	7	Liver	0.0000000000011	Liver
chr15	67441750	0.000000000005	2292.5	SMAD3	AAGAB	0.56	-108076	7	Liver	0.0000000000011	Liver
chr15	67441750	0.000000000005	983	SMAD3	AAGAB	0.37	-104800.5	7	Liver	0.0000000000011	Liver
chr15	67441750	0.000000000005	983	SMAD3	SMAD3	0.37	86631.5	7	Liver	0.0000000000011	Liver
chr15	67441750	0.000000000005	2420.5	SMAD3	SMAD3	0.82	83228	8	Liver	0.0000000000033	Liver
chr15	67441750	0.000000000005	2292.5	SMAD3	SMAD3	0.8	83356	8	Liver	0.0000000000033	Liver
chr15	67441750	0.000000000005	2420.5	SMAD3	AAGAB	0.78	-108204	8	Liver	0.0000000000033	Liver
chr15	67441750	0.000000000005	821	SMAD3	SMAD3	0.77	86469.5	8	Liver	0.0000000000033	Liver
chr15	67441750	0.000000000005	821	SMAD3	AAGAB	0.76	-104962.5	8	Liver	0.0000000000033	Liver
chr15	67441750	0.000000000005	2292.5	SMAD3	AAGAB	0.63	-108076	8	Liver	0.0000000000033	Liver
chr15	67441750	0.000000000005	983	SMAD3	AAGAB	0.38	-104800.5	8	Liver	0.0000000000033	Liver
chr15	67441750	0.000000000005	983	SMAD3	SMAD3	0.37	86631.5	8	Liver	0.0000000000033	Liver
chr15	67441750	0.000000000005	128	SMAD3	SMAD3	0.87	85776.5	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	1681.5	SMAD3	SMAD3	0.86	83967	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	59	SMAD3	SMAD3	0.85	85589.5	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	305	SMAD3	SMAD3	0.84	85953.5	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	428.5	SMAD3	SMAD3	0.83	86077	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	1831.5	SMAD3	SMAD3	0.83	83817	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	128	SMAD3	AAGAB	0.83	-105655.5	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	305	SMAD3	AAGAB	0.82	-105478.5	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	821	SMAD3	AAGAB	0.8	-104962.5	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	2081.5	SMAD3	SMAD3	0.8	83567	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	428.5	SMAD3	AAGAB	0.8	-105355	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	1681.5	SMAD3	AAGAB	0.79	-107465	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	821	SMAD3	SMAD3	0.77	86469.5	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	1831.5	SMAD3	AAGAB	0.75	-107615	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	2081.5	SMAD3	AAGAB	0.38	-107865	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	983	SMAD3	SMAD3	0.37	86631.5	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	983	SMAD3	AAGAB	0.37	-104800.5	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	59	SMAD3	AAGAB	0.36	-105842.5	9	Multiple	0.0000000000037	Multiple
chr15	67441750	0.000000000005	59	SMAD3	SMAD3	0.82	85589.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	2420.5	SMAD3	SMAD3	0.82	83228	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1001.5	SMAD3	SMAD3	0.82	84647	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	437	SMAD3	SMAD3	0.81	85211.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1831.5	SMAD3	SMAD3	0.81	83817	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1681.5	SMAD3	SMAD3	0.81	83967	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1601.5	SMAD3	SMAD3	0.81	84047	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1302	SMAD3	SMAD3	0.8	84346.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1001.5	SMAD3	AAGAB	0.8	-106785	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	231	SMAD3	SMAD3	0.8	85417.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	437	SMAD3	AAGAB	0.79	-106220.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	2292.5	SMAD3	SMAD3	0.79	83356	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1302	SMAD3	AAGAB	0.79	-107085.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1601.5	SMAD3	AAGAB	0.79	-107385	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	305	SMAD3	AAGAB	0.79	-105478.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	305	SMAD3	SMAD3	0.79	85953.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	2081.5	SMAD3	SMAD3	0.78	83567	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1756	SMAD3	AAGAB	0.78	-104027.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	231	SMAD3	AAGAB	0.78	-106014.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	428.5	SMAD3	SMAD3	0.78	86077	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1681.5	SMAD3	AAGAB	0.78	-107465	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1756	SMAD3	SMAD3	0.77	87404.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	2420.5	SMAD3	AAGAB	0.68	-108204	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	428.5	SMAD3	AAGAB	0.68	-105355	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	2292.5	SMAD3	AAGAB	0.59	-108076	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	59	SMAD3	AAGAB	0.37	-105842.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1831.5	SMAD3	AAGAB	0.29	-107615	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	2081.5	SMAD3	AAGAB	0.15	-107865	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr15	67441750	0.000000000005	1756	SMAD3	RPL4	0.08	626635.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr3	138099162	0.000000000009	1849	MRAS	MRAS	0.91	34520.5	2	Thyroid	0.00000000000000024	Endocrine
chr3	138099162	0.000000000009	1469.5	MRAS	MRAS	0.91	34141	2	Thyroid	0.00000000000000024	Endocrine
chr3	138099162	0.000000000009	1222.5	MRAS	MRAS	0.91	33894	2	Thyroid	0.00000000000000024	Endocrine
chr3	138099162	0.000000000009	1720.5	MRAS	MRAS	0.88	34392	2	Thyroid	0.00000000000000024	Endocrine
chr3	138099162	0.000000000009	1469.5	MRAS	MRAS	0.91	34141	3	Liver	0.00000000000000041	Liver
chr3	138099162	0.000000000009	1849	MRAS	MRAS	0.88	34520.5	3	Liver	0.00000000000000041	Liver
chr3	138099162	0.000000000009	1720.5	MRAS	MRAS	0.87	34392	3	Liver	0.00000000000000041	Liver
chr3	138099162	0.000000000009	1469.5	MRAS	MRAS	0.94	34141	4	Thyroid Gland	0.000000000000063	Endocrine
chr3	138099162	0.000000000009	1849	MRAS	MRAS	0.89	34520.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr3	138099162	0.000000000009	1720.5	MRAS	MRAS	0.84	34392	4	Thyroid Gland	0.000000000000063	Endocrine
chr3	138099162	0.000000000009	1469.5	MRAS	MRAS	0.9	34141	5	Lung	0.00000000000014	Lung
chr3	138099162	0.000000000009	1849	MRAS	MRAS	0.85	34520.5	5	Lung	0.00000000000014	Lung
chr3	138099162	0.000000000009	1720.5	MRAS	MRAS	0.85	34392	5	Lung	0.00000000000014	Lung
chr3	138099162	0.000000000009	1469.5	MRAS	MRAS	0.92	34141	6	Multiple	0.0000000000002	Multiple
chr3	138099162	0.000000000009	1720.5	MRAS	MRAS	0.88	34392	6	Multiple	0.0000000000002	Multiple
chr3	138099162	0.000000000009	1222.5	MRAS	MRAS	0.94	33894	9	Multiple	0.0000000000037	Multiple
chr3	138099162	0.000000000009	1469.5	MRAS	MRAS	0.94	34141	9	Multiple	0.0000000000037	Multiple
chr3	138099162	0.000000000009	1849	MRAS	MRAS	0.92	34520.5	9	Multiple	0.0000000000037	Multiple
chr3	138099162	0.000000000009	1001	MRAS	MRAS	0.91	33672.5	9	Multiple	0.0000000000037	Multiple
chr3	138099162	0.000000000009	1720.5	MRAS	MRAS	0.91	34392	9	Multiple	0.0000000000037	Multiple
chr3	138099162	0.000000000009	2069.5	MRAS	MRAS	0.86	30602	9	Multiple	0.0000000000037	Multiple
chr3	138099162	0.000000000009	715	MRAS	MRAS	0.82	33386.5	9	Multiple	0.0000000000037	Multiple
chr3	138099162	0.000000000009	1222.5	MRAS	MRAS	0.93	33894	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr3	138099162	0.000000000009	1469.5	MRAS	MRAS	0.91	34141	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr3	138099162	0.000000000009	1720.5	MRAS	MRAS	0.88	34392	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr3	138099162	0.000000000009	1849	MRAS	MRAS	0.87	34520.5	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr3	138099162	0.000000000009	2069.5	MRAS	MRAS	0.84	30602	10	Gastrocnemius, Medialis, Heart	0.0000000000047	Muscle
chr11	103673294	0.00000000002	1695.5	DDI1	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr11	103673294	0.00000000002	1695.5	DDI1	NA	NA	NA	9	Multiple	0.0000000000037	Multiple
chr11	103673294	0.00000000002	1587	DDI1	NA	NA	NA	9	Multiple	0.0000000000037	Multiple
chr11	103673294	0.00000000002	1975.5	DDI1	NA	NA	NA	9	Multiple	0.0000000000037	Multiple
chr1	55505647	0.0000000003	896.5	PCSK9	PCSK9	0.73	-471	7	Liver	0.0000000000011	Liver
chr2	44072576	0.0000000006	1068	ABCG5	ABCG8	0.95	14562.5	3	Liver	0.00000000000000041	Liver
chr2	44072576	0.0000000006	1068	ABCG5	ABCG5	0.94	7639.5	3	Liver	0.00000000000000041	Liver
chr2	44072576	0.0000000006	1575	ABCG5	ABCG8	0.96	15069.5	7	Liver	0.0000000000011	Liver
chr2	44072576	0.0000000006	1575	ABCG5	ABCG5	0.94	8146.5	7	Liver	0.0000000000011	Liver
chr2	44072576	0.0000000006	1068	ABCG5	ABCG5	0.93	7639.5	7	Liver	0.0000000000011	Liver
chr2	44072576	0.0000000006	1473.5	ABCG5	ABCG8	0.93	14968	7	Liver	0.0000000000011	Liver
chr2	44072576	0.0000000006	1068	ABCG5	ABCG8	0.92	14562.5	7	Liver	0.0000000000011	Liver
chr2	44072576	0.0000000006	1473.5	ABCG5	ABCG5	0.89	8045	7	Liver	0.0000000000011	Liver
chr2	44072576	0.0000000006	601.5	ABCG5	ABCG8	0.87	14096	7	Liver	0.0000000000011	Liver
chr2	44072576	0.0000000006	601.5	ABCG5	ABCG5	0.82	7173	7	Liver	0.0000000000011	Liver
chr2	44072576	0.0000000006	1068	ABCG5	ABCG8	0.93	14562.5	8	Liver	0.0000000000033	Liver
chr2	44072576	0.0000000006	1068	ABCG5	ABCG5	0.93	7639.5	8	Liver	0.0000000000033	Liver
chr17	59286644	0.000000001	724	TBX2	TBX2	0.75	-189836.5	2	Thyroid	0.00000000000000024	Endocrine
chr17	59286644	0.000000001	260.5	TBX2	TBX2	0.39	-190300	2	Thyroid	0.00000000000000024	Endocrine
chr17	59286644	0.000000001	260.5	TBX2	TBX4	0.38	-242861	2	Thyroid	0.00000000000000024	Endocrine
chr17	59286644	0.000000001	207.5	TBX2	TBX2	0.37	-190353	2	Thyroid	0.00000000000000024	Endocrine
chr17	59286644	0.000000001	149	TBX2	TBX2	0.36	-190411.5	2	Thyroid	0.00000000000000024	Endocrine
chr17	59286644	0.000000001	922.5	TBX2	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr17	59286644	0.000000001	232.5	TBX2	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr17	59286644	0.000000001	61	TBX2	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr17	59286644	0.000000001	450.5	TBX2	NA	NA	NA	2	Thyroid	0.00000000000000024	Endocrine
chr17	59286644	0.000000001	232.5	TBX2	TBX4	0.8	-243354	4	Thyroid Gland	0.000000000000063	Endocrine
chr17	59286644	0.000000001	450.5	TBX2	TBX4	0.76	-242671	4	Thyroid Gland	0.000000000000063	Endocrine
chr17	59286644	0.000000001	207.5	TBX2	TBX4	0.75	-242914	4	Thyroid Gland	0.000000000000063	Endocrine
chr17	59286644	0.000000001	260.5	TBX2	TBX2	0.75	-190300	4	Thyroid Gland	0.000000000000063	Endocrine
chr17	59286644	0.000000001	260.5	TBX2	TBX4	0.74	-242861	4	Thyroid Gland	0.000000000000063	Endocrine
chr17	59286644	0.000000001	149	TBX2	TBX2	0.5	-190411.5	5	Lung	0.00000000000014	Lung
chr17	59286644	0.000000001	724	TBX2	TBX2	0.25	-189836.5	5	Lung	0.00000000000014	Lung
chr17	59286644	0.000000001	149	TBX2	TBX4	0.24	-242972.5	5	Lung	0.00000000000014	Lung
chr17	59286644	0.000000001	922.5	TBX2	TBX2	0.24	-191483	5	Lung	0.00000000000014	Lung
chr17	59286644	0.000000001	61	TBX2	NA	NA	NA	5	Lung	0.00000000000014	Lung
chr17	59286644	0.000000001	232.5	TBX2	NA	NA	NA	5	Lung	0.00000000000014	Lung
chr17	59286644	0.000000001	724	TBX2	TBX2	0.82	-189836.5	9	Multiple	0.0000000000037	Multiple
chr17	59286644	0.000000001	260.5	TBX2	TBX2	0.38	-190300	9	Multiple	0.0000000000037	Multiple
chr17	59286644	0.000000001	450.5	TBX2	TBX2	0.37	-190110	9	Multiple	0.0000000000037	Multiple
chr17	59286644	0.000000001	724	TBX2	TBX4	0.37	-242397.5	9	Multiple	0.0000000000037	Multiple
chr17	59286644	0.000000001	149	TBX2	TBX2	0.37	-190411.5	9	Multiple	0.0000000000037	Multiple
chr17	59286644	0.000000001	207.5	TBX2	NA	NA	NA	9	Multiple	0.0000000000037	Multiple
chr17	59286644	0.000000001	232.5	TBX2	NA	NA	NA	9	Multiple	0.0000000000037	Multiple
chr17	59286644	0.000000001	61	TBX2	NA	NA	NA	9	Multiple	0.0000000000037	Multiple
chr1	154395946	0.000000002	2349	IL6R	IL6R	0.95	15927.5	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	2237	IL6R	IL6R	0.95	16039.5	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	11.5	IL6R	IL6R	0.92	18288	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	789.5	IL6R	IL6R	0.9	17487	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	318	IL6R	IL6R	0.89	18594.5	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	446	IL6R	IL6R	0.84	18722.5	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	1039.5	IL6R	IL6R	0.82	17237	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	11.5	IL6R	HAX1	0.73	150970	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	2237	IL6R	RPS27	0.39	430477.5	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	446	IL6R	S100A6	0.37	887671.5	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	446	IL6R	HAX1	0.37	151404.5	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	446	IL6R	FLAD1	0.36	-559422.5	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	2237	IL6R	PBXIP1	0.36	-534890.5	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	446	IL6R	C1orf43	0.36	203278.5	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	446	IL6R	UBAP2L	0.36	203736.5	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	789.5	IL6R	S100A3	0.36	873422	3	Liver	0.00000000000000041	Liver
chr1	154395946	0.000000002	2349	IL6R	IL6R	0.92	15927.5	4	Thyroid Gland	0.000000000000063	Endocrine
chr1	154395946	0.000000002	2349	IL6R	IL6R	0.93	15927.5	5	Lung	0.00000000000014	Lung
chr1	154395946	0.000000002	2237	IL6R	IL6R	0.93	16039.5	5	Lung	0.00000000000014	Lung
chr1	154395946	0.000000002	2237	IL6R	IL6R	0.95	16039.5	6	Multiple	0.0000000000002	Multiple
