chr	snpPos	snp.pValue	distToCenter	nearestGene	linkedGene	linkScore	linkDist	enrRank	enrName	enr.pValue	enrGroup
chr10	44753867	0.000002	581.5	CXCL12	NA	NA	NA	1	Hepatocellular Carcinoma	0.00000000000000072	Cancer
chr10	44753867	0.000002	1232	CXCL12	NA	NA	NA	1	Hepatocellular Carcinoma	0.00000000000000072	Cancer
chr10	44753867	0.000002	287	CXCL12	NA	NA	NA	1	Hepatocellular Carcinoma	0.00000000000000072	Cancer
chr10	44753867	0.000002	64	CXCL12	NA	NA	NA	1	Hepatocellular Carcinoma	0.00000000000000072	Cancer
chr10	44753867	0.000002	297.5	CXCL12	NA	NA	NA	1	Hepatocellular Carcinoma	0.00000000000000072	Cancer
chr10	44753867	0.000002	187.5	CXCL12	NA	NA	NA	1	Hepatocellular Carcinoma	0.00000000000000072	Cancer
chr10	44753867	0.000002	497.5	CXCL12	NA	NA	NA	1	Hepatocellular Carcinoma	0.00000000000000072	Cancer
chr10	44753867	0.000002	938.5	CXCL12	NA	NA	NA	1	Hepatocellular Carcinoma	0.00000000000000072	Cancer
chr6	34898455	0.000006	1948	ANKS1A	NA	NA	NA	6	Heart Right Atrium	0.0000000000052	Heart
chr6	34898455	0.000006	2047.5	ANKS1A	NA	NA	NA	6	Heart Right Atrium	0.0000000000052	Heart
chr6	34898455	0.000006	1767.5	ANKS1A	NA	NA	NA	6	Heart Right Atrium	0.0000000000052	Heart
chr6	34898455	0.000006	2303.5	ANKS1A	NA	NA	NA	6	Heart Right Atrium	0.0000000000052	Heart
chr6	34898455	0.000006	2387.5	ANKS1A	NA	NA	NA	6	Heart Right Atrium	0.0000000000052	Heart
