imputed_CARDIoGRAM_C4D_CAD_ADDITIVE	imputed_CNCR_Insomnia_all	imputed_DIAGRAM_T2D_TRANS_ETHNIC	imputed_GABRIEL_Asthma	imputed_GPC-NEO-NEUROTICISM	imputed_HRGene_HeartRate	imputed_IBD.EUR.Crohns_Disease	imputed_IBD.EUR.Inflammatory_Bowel_Disease	imputed_IBD.EUR.Ulcerative_Colitis	imputed_IGAP_Alzheimer	imputed_PGC_ADHD_EUR_2017	imputed_PGC_ASD_2017_CEU	imputed_TAGC_Asthma_EUR	imputed_UKB_20002_1261_self_reported_multiple_sclerosis	imputed_UKB_20002_1262_self_reported_parkinsons_disease	imputed_UKB_20002_1289_self_reported_schizophrenia	imputed_UKB_20127_Neuroticism_score	imputed_UKB_6152_8_diagnosed_by_doctor_Asthma
chr16:4679224-4681716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:4695365-4696175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:4696508-4697043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:4701313-4702179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:4824689-4831036	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:48353697-48354146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:4852931-4853292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:4863273-4863991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:4870372-4870842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:4881119-4883894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:5002376-5005213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:50173361-50174208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:50183047-50183380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:5033199-5033502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:5058168-5059112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:525973-527715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:53078751-53079030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:53079310-53081497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:53502899-53503261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:53509352-53511144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:53517495-53520063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:55270924-55273295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:55370700-55371864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:55477401-55477901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:55480529-55481104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:55759832-55761198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:55832364-55833753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:56046788-56048424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:56202143-56202733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:56355853-56357773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:56518249-56518865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:56606197-56608379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:569115-569895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:57146455-57146731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:57185085-57186132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:57259538-57261495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:57275511-57276755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:57371746-57374682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:57426517-57426891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:58431612-58432308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:58506841-58507097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:58583498-58584055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:58628619-58630855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:58682562-58685206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:587894-589034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:637270-638534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:642430-643454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:648066-649368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:661045-661803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66381129-66381401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66406539-66409612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66432126-66432604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66432605-66434782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66524994-66525907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66541782-66542636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66549067-66550651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66696911-66697708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:667322-669380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66739757-66742786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66879692-66881781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66895415-66895689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66900116-66900805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66922896-66924991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:66998100-66998427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67000201-67001103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67053029-67054778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67055490-67056396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67108997-67110725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67164725-67165307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67173178-67174996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67177882-67178547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67183154-67184965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67189427-67189726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67191426-67191989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67198418-67198817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67216256-67218704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67240731-67241887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67243922-67247578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67260362-67261458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67311363-67311814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67345596-67346076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67346716-67347967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:673720-675524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67392495-67394573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67396514-67397562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67414178-67414545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67426855-67427248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67440800-67442526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67445561-67446467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67457962-67460731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67490816-67492199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67506185-67506909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67536390-67538959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67641646-67643045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67659681-67661609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67666177-67668145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67672894-67674994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67684384-67686179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67704598-67704965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67708971-67709745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67718173-67720454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67760381-67760786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67772715-67774331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67781275-67782137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67805321-67807491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67833116-67834542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67856000-67856524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67881109-67885626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67893289-67894679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:679072-679885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67916815-67918676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67923244-67924413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67925400-67927179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67941898-67942148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67951178-67952478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67963929-67964239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:679904-680393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:67993032-67994365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68037842-68038096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:680504-681423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68069333-68070237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68093940-68095147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68102845-68103622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68236469-68238536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68247036-68248300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68255190-68255464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68272023-68273072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68297731-68298025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68298124-68300832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68343848-68344515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:68344617-68346236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:684302-684926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:689622-690963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69064577-69065432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69186453-69187418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69187492-69188599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69226590-69227880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69338626-69340480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69529668-69531389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69617680-69619490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69830127-69830980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69865899-69866134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69873335-69874354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69889739-69891435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:69964745-69966458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70064716-70066855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70113235-70115785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70187555-70188201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70188425-70188817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70305114-70305666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70391490-70392590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70476237-70477418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70581917-70582363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70638928-70640286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70646529-70647759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70675929-70676682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70684197-70685639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:70712539-70712893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:71254-72346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:71723630-71723905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:71854342-71855360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:71858258-71859952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:71882622-71885121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:71903196-71904603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:71916585-71917435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:71933781-71934742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:72012650-72014989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:72054025-72054423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:72071538-72071802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:72071882-72075080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:72075358-72075804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:72784893-72787641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:74366946-74369292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:74559079-74559527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:74605760-74607732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:74699764-74701978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:74874005-74875972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:74895540-74897092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:74898492-74899161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:74902291-74904379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75229632-75231305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75247393-75248185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75262401-75262790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75268236-75268515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75288145-75290131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75298328-75298906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75340409-75342594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75342624-75343093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75348-78237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75371924-75372954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75401537-75403520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75453761-75454275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75552657-75553121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75565073-75567332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75622199-75623983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:75628971-75629899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:77842494-77843008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:77862916-77863577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:77869567-77871368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:77893848-77894906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:78395-79103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:80806611-80807843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:80992686-80994259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:81036000-81038268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:81167563-81168614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:81180309-81182094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:83718-86051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:83903924-83905223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84052151-84052429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84072471-84072711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84085015-84087540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84088220-84088730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84088936-84089337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84095098-84096205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84106122-84107268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84108199-84108474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84108524-84108735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84108810-84111259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84143605-84145147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84175178-84175821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84176048-84178679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84180927-84181142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84183591-84184908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84185124-84187509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84640606-84642134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84648839-84650862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:84841800-84843686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:85162311-85163363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:85651148-85651950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:85750082-85750817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:86575361-86576165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:86726988-86728098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:87326504-87327742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:87328638-87330178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:87344051-87346132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:87482123-87482421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:87855697-87856881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88024425-88025336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88025499-88025909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:8842163-8843900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:8859691-8860540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:8864854-8865431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:8866034-8868481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88672321-88675180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88700197-88702116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88774175-88774966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88782973-88784640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr16:88829370-88829960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88857029-88857992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88870641-88871735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88886125-88888470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88889415-88890171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:88910921-88911770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89154600-89157119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89257373-89258092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89316823-89317030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89319505-89321534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89322781-89323032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89333853-89336797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89351863-89354974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89363560-89364010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89366694-89367237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89376537-89377107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89393795-89396217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89410145-89410645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89415996-89416268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89417511-89417854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89442164-89444640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89446525-89447064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89468101-89468822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89490817-89492021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89531770-89532425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89539972-89542653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89616732-89617053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89672197-89674221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89686354-89687777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89699546-89702483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89719620-89721785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89723658-89723929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89798146-89799819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89816650-89817564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89827065-89828306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16:89863068-89865114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
